80|national/moldova/divizia-națională
992|national/moldova/play-offs-12
270|national/moldova/supercupa
956|national/mongolia/niislel-league
724|national/morocco/cup
209|national/morocco/gnf-1
474|national/morocco/gnf-2
810|national/mozambique/moçambola
791|national/myanmar/national-league
603|national/namibia/premier-league
787|national/nepal/a-division
1012|national/nepal/national-league
1066|national/netherlands/beloften
5|national/netherlands/eerste-divisie
658|national/netherlands/eerste-klasse
1|national/netherlands/eredivisie
1075|national/netherlands/eredivisie-u19
303|national/netherlands/hoofdklasse
103|national/netherlands/knvb-beker
541|national/netherlands/knvb-beker-vrouwen
286|national/netherlands/play-offs-12
1028|national/netherlands/play-offs-23
1029|national/netherlands/play-offs-34
1031|national/netherlands/play-offs-34
1033|national/netherlands/play-offs-45
170|national/netherlands/super-cup
842|national/netherlands/super-cup-women
826|national/netherlands/topklasse
362|national/netherlands/vrouwen-eerste-klasse
549|national/netherlands/vrouwen-eredivisie
948|national/netherlands/vrouwen-hoofdklasse
329|national/netherlands/vrouwen-topklasse
1086|national/netherlands/youth-cup-u19
585|national/curaçao/curaçao-sekshon-pagá
690|national/curaçao/kopa-antiano
788|national/new-caledonia/super-ligue
1017|national/new-zealand/nzf-cup
73|national/new-zealand/premiership
351|national/nicaragua/primera-division
896|national/niger/ligue-1
296|national/nigeria/premier-league
802|national/northern-ireland/championship
310|national/northern-ireland/championship-1
316|national/northern-ireland/championship-2
765|national/northern-ireland/fa-cup
313|national/northern-ireland/irish-cup
311|national/northern-ireland/league-cup
954|national/northern-ireland/play-offs-12
994|national/northern-ireland/play-offs-12
334|national/northern-ireland/premier-league
78|national/northern-ireland/premiership
36|national/norway/1-division
325|national/norway/1-division
503|national/norway/2-divisjon
1005|national/norway/3-divisjon
29|national/norway/eliteserien
182|national/norway/nm-cupen
374|national/norway/nm-cupen-women
475|national/norway/play-offs-12
999|national/norway/play-offs-12
717|national/norway/super-cup
289|national/norway/toppserien
377|national/oman/elite-league
868|national/oman/sultan-cup
858|national/oman/super-cup
997|national/pakistan/2nd-division
520|national/pakistan/premier-league
853|national/palestine/west-bank-league
525|national/panama/lpf
889|national/papua-new-guinea/national-soccer-league
546|national/paraguay/division-intermedia
157|national/paraguay/division-profesional
696|national/paraguay/play-offs-12
692|national/peru/copa-perú
158|national/peru/primera-división
439|national/peru/segunda-división
916|national/philippines/ufl
191|national/poland/cup
119|national/poland/ekstraklasa
356|national/poland/ekstraliga
120|national/poland/i-liga
662|national/poland/i-liga-women
558|national/poland/ii-liga
647|national/poland/iii-liga
489|national/poland/league-cup
1085|national/poland/młoda-ekstraklasa
435|national/poland/play-offs--out
449|national/poland/super-cup
355|national/portugal/feminino-1a-divisão
101|national/portugal/ii-divisão
651|national/portugal/iii-divisão
1076|national/portugal/júniores-u19
100|national/portugal/liga-de-honra
425|national/portugal/play-offs-ii-divisao
63|national/portugal/primeira-liga
184|national/portugal/super-cup
640|national/portugal/taça-da-liga
102|national/portugal/taça-de-portugal
731|national/puerto-rico/lnfpr-first-division
1002|national/qatar/crown-prince-cup
697|national/qatar/league-2
1024|national/qatar/play-offs-12
726|national/qatar/prince-cup
837|national/qatar/sheikh-jassem-cup
875|national/qatar/stars-cup
215|national/qatar/stars-league
682|national/romania/campionatul-national
192|national/romania/cupa-româniei
85|national/romania/liga-i
159|national/romania/liga-ii
565|national/romania/liga-iii
322|national/romania/supercupa
418|national/russia/1-division
267|national/russia/2-division
190|national/russia/cup
