competition_id|name|soccertype|teamtype|display_order|type|format|area_id|area_name|countrycode
53|Lega Pro 1|default|default|30|club|Domestic league|100|Italy|ITA
358|Lega Pro 2|default|default|40|club|Domestic league|100|Italy|ITA
423|Play offs|default|default|400|club|Domestic cup|100|Italy|ITA
424|Play out|default|default|410|club|Domestic cup|100|Italy|ITA
13|Serie A|default|default|10|club|Domestic league|100|Italy|ITA
293|Serie A|women|women|800|club|Domestic league|100|Italy|ITA
457|Serie A2|women|women|810|club|Domestic league|100|Italy|ITA
14|Serie B|default|default|20|club|Domestic league|100|Italy|ITA
659|Serie D|default|default|50|club|Domestic league|100|Italy|ITA
171|Super Cup|default|default|310|club|Domestic super cup|100|Italy|ITA
851|Super Cup Women|women|women|1010|club|Domestic super cup|100|Italy|ITA
477|Premier League|default|default|11|club|Domestic league|101|Jamaica|JAM
577|Emperor Cup|default|default|40|club|Domestic cup|102|Japan|JPN
223|J-League Cup|default|default|31|club|Domestic cup|102|Japan|JPN
109|J1 League|default|default|10|club|Domestic league|102|Japan|JPN
110|J2 League|default|default|20|club|Domestic league|102|Japan|JPN
540|Japan Football League|default|default|23|club|Domestic league|102|Japan|JPN
341|L1-League|women|women|50|club|Domestic league|102|Japan|JPN
342|L2-League|women|women|54|club|Domestic league|102|Japan|JPN
222|Super Cup|default|default|41|club|Domestic super cup|102|Japan|JPN
854|Jordan Cup|default|default|110|club|Domestic cup|103|Jordan|JOR
218|League|default|default|11|club|Domestic league|103|Jordan|JOR
835|Shield Cup|default|default|100|club|Domestic cup|103|Jordan|JOR
838|Super Cup|default|default|130|club|Domestic super cup|103|Jordan|JOR
279|1. Division|default|default|20|club|Domestic league|104|Kazakhstan|KAZ
261|Cup|default|default|300|club|Domestic cup|104|Kazakhstan|KAZ
79|Premier League|default|default|10|club|Domestic league|104|Kazakhstan|KAZ
812|Super Cup|default|default|310|club|Domestic super cup|104|Kazakhstan|KAZ
715|Premier League|default|default|51|club|Domestic league|105|Kenya|KEN
618|Challengers League|default|default|25|club|Domestic league|107|Korea Republic|KOR
564|FA Cup|default|default|41|club|Domestic cup|107|Korea Republic|KOR
136|K-League|default|default|10|club|Domestic league|107|Korea Republic|KOR
257|K-League Cup|default|default|31|club|Domestic cup|107|Korea Republic|KOR
725|KWFL|women|women|50|club|Domestic league|107|Korea Republic|KOR
616|National League|default|default|21|club|Domestic league|107|Korea Republic|KOR
723|Crown Prince Cup|default|default|43|club|Domestic cup|108|Kuwait|KUW
670|Division 1|default|default|12|club|Domestic league|108|Kuwait|KUW
794|Emir Cup|default|default|44|club|Domestic cup|108|Kuwait|KUW
677|Federation Cup|default|default|33|club|Domestic cup|108|Kuwait|KUW
1040|Play-offs 1/2|default|default|54|club|Domestic cup|108|Kuwait|KUW
237|Premier League|default|default|11|club|Domestic league|108|Kuwait|KUW
745|Super Cup|default|default|53|club|Domestic super cup|108|Kuwait|KUW
1091|U19 League|youth|youth|60|club|Domestic league|108|Kuwait|KUW
795|Top Liga|default|default|10|club|Domestic league|109|Kyrgyzstan|KGZ
265|1. Liga|default|default|20|club|Domestic league|111|Latvia|LVA
803|Championship|women|women|800|club|Domestic league|111|Latvia|LVA
195|Cup|default|default|300|club|Domestic cup|111|Latvia|LVA
982|Play-offs 1/2|default|default|700|club|Domestic cup|111|Latvia|LVA
116|Virsliga|default|default|10|club|Domestic league|111|Latvia|LVA
859|Elite Cup|default|default|50|club|Domestic cup|112|Lebanon|LIB
864|Lebanon Cup|default|default|60|club|Domestic cup|112|Lebanon|LIB
217|Premier League|default|default|10|club|Domestic league|112|Lebanon|LIB
860|Super Cup|default|default|75|club|Domestic cup|112|Lebanon|LIB
879|Lesotho Premier League|default|default|10|club|Domestic league|113|Lesotho|LES
236|Premier League|default|default|11|club|Domestic league|115|Libya|LBY
839|Super Cup|default|default|200|club|Domestic super cup|115|Libya|LBY
504|FL1 Active Cup|default|default|300|club|Domestic cup|116|Liechtenstein|LIE
258|1 Lyga|default|default|20|club|Domestic league|117|Lithuania|LTU
118|A Lyga|default|default|10|club|Domestic league|117|Lithuania|LTU
194|Cup|default|default|300|club|Domestic cup|117|Lithuania|LTU
985|Play-offs 1/2|default|default|700|club|Domestic cup|117|Lithuania|LTU
416|Super Cup|default|default|310|club|Domestic super cup|117|Lithuania|LTU
404|Women A  Lyga|women|women|800|club|Domestic league|117|Lithuania|LTU
661|1. Division|default|default|30|club|Domestic league|118|Luxembourg|LUX
508|Cup|default|default|300|club|Domestic cup|118|Luxembourg|LUX
686|Cup Women|women|women|1000|club|Domestic cup|118|Luxembourg|LUX
480|Ligue 1|women|women|800|club|Domestic league|118|Luxembourg|LUX
134|National Division|default|default|10|club|Domestic league|118|Luxembourg|LUX
986|Play-offs 1/2|default|default|700|club|Domestic cup|118|Luxembourg|LUX
987|Play-offs 2/3|default|default|710|club|Domestic cup|118|Luxembourg|LUX
492|Promotion d'Honneur|default|default|20|club|Domestic league|118|Luxembourg|LUX
694|Primeira Divisão|default|default|33|club|Domestic league|119|Macao|MAC
272|Cup|default|default|300|club|Domestic cup|120|Macedonia FYR|MKD
65|First League|default|default|10|club|Domestic league|120|Macedonia FYR|MKD
991|Play-offs 1/2|default|default|700|club|Domestic cup|120|Macedonia FYR|MKD
361|Second League|default|default|20|club|Domestic league|120|Macedonia FYR|MKD
944|Super Cup|default|default|320|club|Domestic super cup|120|Macedonia FYR|MKD
911|Ligue des Champions|default|default|1|club|Domestic league|121|Madagascar|MAD
899|Super League|default|default|1|club|Domestic league|122|Malawi|MWI
350|FA Cup|default|default|21|club|Domestic cup|123|Malaysia|MAS
1007|FAM League|default|default|13|club|Domestic league|123|Malaysia|MAS
349|Malaysia Cup|default|default|31|club|Domestic cup|123|Malaysia|MAS
500|Play-offs 1/2|default|default|14|club|Domestic cup|123|Malaysia|MAS
1056|Play-offs 2/3|default|default|15|club|Domestic cup|123|Malaysia|MAS
154|Premier League|default|default|12|club|Domestic league|123|Malaysia|MAS
153|Super League|default|default|10|club|Domestic league|123|Malaysia|MAS
675|Dhivehi League|default|default|12|club|Domestic league|124|Maldives|MDV
881|Première Division|default|default|10|club|Domestic league|125|Mali|MLI
262|FA Trophy|default|default|300|club|Domestic cup|126|Malta|MLT
473|First Division|default|default|20|club|Domestic league|126|Malta|MLT
152|Premier League|default|default|10|club|Domestic league|126|Malta|MLT
660|Second Division|default|default|30|club|Domestic league|126|Malta|MLT
646|Super Cup|default|default|320|club|Domestic super cup|126|Malta|MLT
359|Women's First Division|women|women|800|club|Domestic league|126|Malta|MLT
772|Women's Second Division|women|women|810|club|Domestic league|126|Malta|MLT
592|Premier League|default|default|11|club|Domestic league|127|Mauritania|MTN
926|Mauritian League|default|default|10|club|Domestic league|128|Mauritius|MRI
156|Ascenso MX|default|default|20|club|Domestic league|129|Mexico|MEX
1054|Copa MX|default|default|30|club|Domestic cup|129|Mexico|MEX
208|Interliga|default|default|21|club|Domestic cup|129|Mexico|MEX
155|Liga MX|default|default|10|club|Domestic league|129|Mexico|MEX
464|Pre-Libertadores|default|default|21|club|Domestic cup|129|Mexico|MEX
193|Cupa|default|default|300|club|Domestic cup|130|Moldova|MHL
561|Divizia A|default|default|20|club|Domestic league|130|Moldova|MHL
856|Divizia B|default|default|30|club|Domestic league|130|Moldova|MHL
80|Divizia Națională|default|default|10|club|Domestic league|130|Moldova|MHL
992|Play-offs 1/2|default|default|700|club|Domestic cup|130|Moldova|MHL
270|Supercupa|default|default|320|club|Domestic super cup|130|Moldova|MHL
956|Niislel League|default|default|10|club|Domestic league|131|Mongolia|MGL
724|Cup|default|default|40|club|Domestic cup|133|Morocco|MAR
209|GNF 1|default|default|6|club|Domestic league|133|Morocco|MAR
474|GNF 2|default|default|14|club|Domestic league|133|Morocco|MAR
810|Moçambola|default|default|10|club|Domestic league|134|Mozambique|MOZ
791|National League|default|default|10|club|Domestic league|135|Myanmar|MYA
603|Premier League|default|default|11|club|Domestic league|136|Namibia|NAM
787|A Division|default|default|1|club|Domestic league|137|Nepal|NEP
1012|National League|default|default|20|club|Domestic league|137|Nepal|NEP
1066|Beloften|youth|youth|115|club|Domestic league|138|Netherlands|NLD
5|Eerste Divisie|default|default|20|club|Domestic league|138|Netherlands|NLD
658|Eerste Klasse|default|default|50|club|Domestic league|138|Netherlands|NLD
1|Eredivisie|default|default|10|club|Domestic league|138|Netherlands|NLD
1075|Eredivisie U19|youth|youth|120|club|Domestic league|138|Netherlands|NLD
303|Hoofdklasse|default|default|40|club|Domestic league|138|Netherlands|NLD
103|KNVB Beker|default|default|100|club|Domestic cup|138|Netherlands|NLD
541|KNVB Beker Vrouwen|women|women|250|club|Domestic cup|138|Netherlands|NLD
286|Play-offs 1/2|default|default|60|club|Domestic league|138|Netherlands|NLD
1028|Play-offs 2/3|women|women|270|club|Domestic cup|138|Netherlands|NLD
1029|Play-offs 3/4|women|women|280|club|Domestic cup|138|Netherlands|NLD
1031|Play-offs 3/4|default|default|70|club|Domestic league|138|Netherlands|NLD
1033|Play-offs 4/5|default|default|80|club|Domestic league|138|Netherlands|NLD
170|Super Cup|default|default|110|club|Domestic super cup|138|Netherlands|NLD
842|Super Cup Women|women|women|260|club|Domestic super cup|138|Netherlands|NLD
826|Topklasse|default|default|30|club|Domestic league|138|Netherlands|NLD
362|Vrouwen Eerste Klasse|women|women|220|club|Domestic league|138|Netherlands|NLD
549|Vrouwen Eredivisie|women|women|200|club|Domestic league|138|Netherlands|NLD
948|Vrouwen Hoofdklasse|women|women|215|club|Domestic league|138|Netherlands|NLD
329|Vrouwen Topklasse|women|women|210|club|Domestic league|138|Netherlands|NLD
1086|Youth Cup U19|youth|youth|130|club|Domestic cup|138|Netherlands|NLD
585|Curaçao Sekshon Pagá|default|default|10|club|Domestic league|139|Curaçao|CUR
690|Kopa Antiano|default|default|30|club|Domestic cup|139|Curaçao|CUR
788|Super Ligue|default|default|10|club|Domestic league|140|New Caledonia|NCL
1017|NZF Cup|default|default|20|club|Domestic cup|141|New Zealand|NZL
73|Premiership|default|default|10|club|Domestic league|141|New Zealand|NZL
351|Primera Division|default|default|11|club|Domestic league|142|Nicaragua|NIC
896|Ligue 1|default|default|1|club|Domestic league|143|Niger|NIG
296|Premier League|default|default|11|club|Domestic league|144|Nigeria|NGA
802|Championship|women|women|810|club|Domestic league|145|Northern Ireland|NIR
310|Championship 1|default|default|20|club|Domestic league|145|Northern Ireland|NIR
316|Championship 2|default|default|30|club|Domestic league|145|Northern Ireland|NIR
765|FA Cup|women|women|1000|club|Domestic cup|145|Northern Ireland|NIR
313|Irish Cup|default|default|300|club|Domestic cup|145|Northern Ireland|NIR
311|League Cup|default|default|310|club|Domestic cup|145|Northern Ireland|NIR
954|Play-offs 1/2|women|women|1100|club|Domestic cup|145|Northern Ireland|NIR
994|Play-offs 1/2|default|default|700|club|Domestic cup|145|Northern Ireland|NIR
334|Premier League|women|women|800|club|Domestic league|145|Northern Ireland|NIR
78|Premiership|default|default|10|club|Domestic league|145|Northern Ireland|NIR
36|1. Division|default|default|20|club|Domestic league|146|Norway|NOR
325|1. Division|women|women|810|club|Domestic league|146|Norway|NOR
503|2. Divisjon|default|default|30|club|Domestic league|146|Norway|NOR
1005|3. Divisjon|default|default|40|club|Domestic league|146|Norway|NOR
29|Eliteserien|default|default|10|club|Domestic league|146|Norway|NOR
182|NM Cupen|default|default|300|club|Domestic cup|146|Norway|NOR
374|NM Cupen Women|women|women|1000|club|Domestic cup|146|Norway|NOR
475|Play-offs 1/2|women|women|1100|club|Domestic cup|146|Norway|NOR
999|Play-offs 1/2|default|default|700|club|Domestic cup|146|Norway|NOR
717|Super Cup|default|default|320|club|Domestic super cup|146|Norway|NOR
289|Toppserien|women|women|800|club|Domestic league|146|Norway|NOR
377|Elite League|default|default|11|club|Domestic league|147|Oman|OMA
868|Sultan Cup|default|default|30|club|Domestic cup|147|Oman|OMA
858|Super Cup|default|default|50|club|Domestic cup|147|Oman|OMA
997|2nd Division|default|default|50|club|Domestic league|148|Pakistan|PAK
520|Premier League|default|default|11|club|Domestic league|148|Pakistan|PAK
853|West Bank League|default|default|10|club|Domestic league|149|Palestine|PAL
525|LPF|default|default|1|club|Domestic league|150|Panama|PAN
889|National Soccer League|default|default|1|club|Domestic league|151|Papua New Guinea|PNG
546|Division Intermedia|default|default|21|club|Domestic league|152|Paraguay|PRY
157|Division Profesional|default|default|10|club|Domestic league|152|Paraguay|PRY
696|Play-offs 1/2|default|default|35|club|Domestic cup|152|Paraguay|PRY
692|Copa Perú|default|default|30|club|Domestic cup|153|Peru|PER
158|Primera División|default|default|10|club|Domestic league|153|Peru|PER
439|Segunda División|default|default|20|club|Domestic league|153|Peru|PER
916|UFL|default|default|1|club|Domestic league|154|Philippines|PHI
191|Cup|default|default|100|club|Domestic cup|155|Poland|POL
119|Ekstraklasa|default|default|10|club|Domestic league|155|Poland|POL
356|Ekstraliga|women|women|200|club|Domestic league|155|Poland|POL
120|I Liga|default|default|20|club|Domestic league|155|Poland|POL
662|I Liga Women|women|women|220|club|Domestic league|155|Poland|POL
558|II Liga|default|default|30|club|Domestic league|155|Poland|POL
647|III Liga|default|default|40|club|Domestic league|155|Poland|POL
489|League Cup|default|default|110|club|Domestic cup|155|Poland|POL
1085|Młoda Ekstraklasa|youth|youth|130|club|Domestic league|155|Poland|POL
435|Play offs / out|default|default|50|club|Domestic cup|155|Poland|POL
449|Super Cup|default|default|120|club|Domestic super cup|155|Poland|POL
355|Feminino 1a Divisão|women|women|150|club|Domestic league|156|Portugal|PRT
101|II Divisão|default|default|30|club|Domestic league|156|Portugal|PRT
651|III Divisão|default|default|40|club|Domestic league|156|Portugal|PRT
1076|Júniores U19|youth|youth|130|club|Domestic league|156|Portugal|PRT
100|Liga de Honra|default|default|20|club|Domestic league|156|Portugal|PRT
425|Play offs II Divisao|default|default|40|club|Domestic cup|156|Portugal|PRT
63|Primeira Liga|default|default|10|club|Domestic league|156|Portugal|PRT
184|Super Cup|default|default|120|club|Domestic super cup|156|Portugal|PRT
640|Taça da Liga|default|default|110|club|Domestic cup|156|Portugal|PRT
102|Taça de Portugal|default|default|100|club|Domestic cup|156|Portugal|PRT
731|LNFPR First Division|default|default|30|club|Domestic league|157|Puerto Rico|PRI
1002|Crown Prince Cup|default|default|60|club|Domestic super cup|158|Qatar|QAT
697|League 2|default|default|20|club|Domestic league|158|Qatar|QAT
1024|Play-offs 1/2|default|default|25|club|Domestic cup|158|Qatar|QAT
726|Prince Cup|default|default|40|club|Domestic cup|158|Qatar|QAT
837|Sheikh Jassem Cup|default|default|50|club|Domestic cup|158|Qatar|QAT
875|Stars Cup|default|default|30|club|Domestic cup|158|Qatar|QAT
215|Stars League|default|default|10|club|Domestic league|158|Qatar|QAT
682|Campionatul National|women|women|60|club|Domestic league|159|Romania|ROU
192|Cupa României|default|default|40|club|Domestic cup|159|Romania|ROU
85|Liga I|default|default|10|club|Domestic league|159|Romania|ROU
159|Liga II|default|default|20|club|Domestic league|159|Romania|ROU
565|Liga III|default|default|31|club|Domestic league|159|Romania|ROU
322|Supercupa|default|default|50|club|Domestic super cup|159|Romania|ROU
418|1. Division|women|women|210|club|Domestic league|160|Russia|RUS
267|2. Division|default|default|30|club|Domestic league|160|Russia|RUS
190|Cup|default|default|100|club|Domestic cup|160|Russia|RUS
122|FNL|default|default|20|club|Domestic league|160|Russia|RUS
805|LFL|default|default|40|club|Domestic league|160|Russia|RUS
380|PFL Cup - 2. Division|default|default|140|club|Domestic cup|160|Russia|RUS
1035|Play-offs 1/2|default|default|150|club|Domestic cup|160|Russia|RUS
121|Premier League|default|default|10|club|Domestic league|160|Russia|RUS
242|Super Cup|default|default|110|club|Domestic super cup|160|Russia|RUS
381|Supreme Division|women|women|200|club|Domestic league|160|Russia|RUS
1087|U21 Premier League|youth|youth|160|club|Domestic league|160|Russia|RUS
419|Womens Cup|women|women|300|club|Domestic cup|160|Russia|RUS
781|National Soccer League|default|default|1|club|Domestic league|161|Rwanda|RWA
890|National League|default|default|1|club|Domestic league|162|Samoa|WSM
160|Campionato|default|default|11|club|Domestic league|163|San Marino|SMR
479|Coppa Titano|default|default|401|club|Domestic cup|163|San Marino|SMR
1079|Super Cup|default|default|420|club|Domestic super cup|163|San Marino|SMR
799|Champions Cup|default|default|20|club|Domestic cup|164|Saudi Arabia|KSA
701|Crown Prince Cup|default|default|33|club|Domestic cup|164|Saudi Arabia|KSA
573|Division 1|default|default|11|club|Domestic league|164|Saudi Arabia|KSA
669|Division 2|default|default|12|club|Domestic league|164|Saudi Arabia|KSA
216|Pro League|default|default|10|club|Domestic league|164|Saudi Arabia|KSA
314|Challenge Cup|default|default|220|club|Domestic cup|165|Scotland|SCO
347|East of Scotland|default|default|60|club|Domestic league|165|Scotland|SCO
45|First Division|default|default|20|club|Domestic league|165|Scotland|SCO
301|Highland League|default|default|50|club|Domestic league|165|Scotland|SCO
176|League Cup|default|default|210|club|Domestic cup|165|Scotland|SCO
929|Play-offs 1/2|default|default|300|club|Domestic cup|165|Scotland|SCO
421|Play-offs 2/3|default|default|310|club|Domestic cup|165|Scotland|SCO
930|Play-offs 3/4|default|default|320|club|Domestic cup|165|Scotland|SCO
43|Premier League|default|default|10|club|Domestic league|165|Scotland|SCO
175|Scottish Cup|default|default|200|club|Domestic cup|165|Scotland|SCO
46|Second Division|default|default|30|club|Domestic league|165|Scotland|SCO
1073|SPL U20|youth|youth|250|club|Domestic league|165|Scotland|SCO
719|SWF Scottish Cup|women|women|700|club|Domestic cup|165|Scotland|SCO
665|SWFL|women|women|510|club|Domestic league|165|Scotland|SCO
346|SWPL|women|women|500|club|Domestic league|165|Scotland|SCO
652|SWPL Cup|women|women|710|club|Domestic cup|165|Scotland|SCO
47|Third Division|default|default|40|club|Domestic league|165|Scotland|SCO
909|Ligue 1|default|default|1|club|Domestic league|166|Senegal|SEN
189|Cup|default|default|20|club|Domestic cup|167|Serbia and Montenegro|SCG
161|Druga Liga|default|default|12|club|Domestic league|167|Serbia and Montenegro|SCG
92|Prva Liga|default|default|10|club|Domestic league|167|Serbia and Montenegro|SCG
317|Treca Liga|default|default|14|club|Domestic league|167|Serbia and Montenegro|SCG
357|Women First Division|women|women|42|club|Domestic league|167|Serbia and Montenegro|SCG
910|Division One|default|default|1|club|Domestic league|168|Seychelles|SEY
920|Premier League|default|default|10|club|Domestic league|169|Sierra Leone|SLE
729|League Cup|default|default|12|club|Domestic cup|170|Singapore|SIN
137|S.League|default|default|10|club|Domestic league|170|Singapore|SIN
743|Singapore Cup|default|default|14|club|Domestic cup|170|Singapore|SIN
124|2. liga|default|default|20|club|Domestic league|171|Slovakia|SVK
644|3. liga|default|default|30|club|Domestic league|171|Slovakia|SVK
183|Cup|default|default|100|club|Domestic cup|171|Slovakia|SVK
352|I Liga Zeny|women|women|200|club|Domestic league|171|Slovakia|SVK
764|II Ligy Zeny|women|women|210|club|Domestic league|171|Slovakia|SVK
300|Super Cup|default|default|120|club|Domestic super cup|171|Slovakia|SVK
123|Super Liga|default|default|10|club|Domestic league|171|Slovakia|SVK
86|1. SNL|default|default|10|club|Domestic league|172|Slovenia|SVN
343|1. Zenska Liga|women|women|200|club|Domestic league|172|Slovenia|SVN
299|2. SNL|default|default|20|club|Domestic league|172|Slovenia|SVN
630|3. SNL|default|default|31|club|Domestic league|172|Slovenia|SVN
185|Cup|default|default|100|club|Domestic cup|172|Slovenia|SVN
434|Play-offs 1/2|default|default|40|club|Domestic cup|172|Slovenia|SVN
631|Super Cup|default|default|110|club|Domestic super cup|172|Slovenia|SVN
685|Zenski Pokal|women|women|300|club|Domestic cup|172|Slovenia|SVN
892|S-League|default|default|1|club|Domestic league|173|Solomon Islands|SLB
526|1st Division|default|default|20|club|Domestic league|175|South Africa|RSA
866|8 Cup|default|default|120|club|Domestic cup|175|South Africa|RSA
277|Cup|default|default|100|club|Domestic cup|175|South Africa|RSA
793|League Cup|default|default|110|club|Domestic cup|175|South Africa|RSA
1036|Play-offs 1/2|default|default|150|club|Domestic cup|175|South Africa|RSA
214|PSL|default|default|10|club|Domestic league|175|South Africa|RSA
688|1ª Nacional Femenina|women|women|130|club|Domestic league|176|Spain|ESP
1069|Copa de la Reina|women|women|140|club|Domestic cup|176|Spain|ESP
138|Copa del Rey|default|default|100|club|Domestic cup|176|Spain|ESP
720|Copa Federacion|default|default|122|club|Domestic cup|176|Spain|ESP
432|Play offs|default|default|70|club|Domestic cup|176|Spain|ESP
433|Play out|default|default|80|club|Domestic cup|176|Spain|ESP
7|Primera División|default|default|10|club|Domestic league|176|Spain|ESP
287|Primera División Women|women|women|125|club|Domestic league|176|Spain|ESP
98|Segunda B|default|default|30|club|Domestic league|176|Spain|ESP
12|Segunda División|default|default|20|club|Domestic league|176|Spain|ESP
186|Super Cup|default|default|120|club|Domestic super cup|176|Spain|ESP
569|Tercera Division|default|default|40|club|Domestic league|176|Spain|ESP
901|Champions League|default|default|1|club|Domestic league|177|Sri Lanka|SRI
528|Premier Division|default|default|11|club|Domestic league|178|St. Kitts and Nevis|SKN
601|Sudani Premier League|default|default|11|club|Domestic league|181|Sudan|SUD
605|Eerste Klasse|default|default|21|club|Domestic league|182|Suriname|SUR
469|Hoofdklasse|default|default|11|club|Domestic league|182|Suriname|SUR
551|Play-offs 1/2|default|default|31|club|Domestic cup|182|Suriname|SUR
213|MTN Premier League|default|default|10|club|Domestic league|183|Swaziland|SWZ
28|Allsvenskan|default|default|10|club|Domestic league|184|Sweden|SWE
291|Damallsvenskan|women|women|200|club|Domestic league|184|Sweden|SWE
427|Division 1|default|default|30|club|Domestic league|184|Sweden|SWE
324|Division 1|women|women|210|club|Domestic league|184|Sweden|SWE
502|Division 2|default|default|40|club|Domestic league|184|Sweden|SWE
1016|Juniorallsvenskan Elit|youth|youth|150|club|Domestic league|184|Sweden|SWE
967|Play-offs 1/2|default|default|800|club|Domestic cup|184|Sweden|SWE
968|Play-offs 2/3|default|default|850|club|Domestic cup|184|Sweden|SWE
722|Super Cup|default|default|110|club|Domestic super cup|184|Sweden|SWE
814|Super Cup Women|women|women|310|club|Domestic super cup|184|Sweden|SWE
37|Superettan|default|default|20|club|Domestic league|184|Sweden|SWE
180|Svenska Cupen|default|default|100|club|Domestic cup|184|Sweden|SWE
373|Svenska Cupen Women|women|women|300|club|Domestic cup|184|Sweden|SWE
1064|U21 League|youth|youth|140|club|Domestic league|184|Sweden|SWE
554|1. Liga Classic|default|default|35|club|Domestic league|185|Switzerland|CHE
1043|1. Liga Promotion|default|default|30|club|Domestic league|185|Switzerland|CHE
648|2. Liga Interregional|default|default|40|club|Domestic league|185|Switzerland|CHE
99|Challenge League|default|default|20|club|Domestic league|185|Switzerland|CHE
340|Nationalliga A|women|women|200|club|Domestic league|185|Switzerland|CHE
462|Nationalliga B|women|women|210|club|Domestic league|185|Switzerland|CHE
943|Play-offs 1/2|women|women|800|club|Domestic cup|185|Switzerland|CHE
426|Play-offs 1/2|default|default|60|club|Domestic cup|185|Switzerland|CHE
114|Schweizer Pokal|default|default|100|club|Domestic cup|185|Switzerland|CHE
673|Schweizer Pokal Frauen|women|women|220|club|Domestic cup|185|Switzerland|CHE
27|Super League|default|default|10|club|Domestic league|185|Switzerland|CHE
212|Premier League|default|default|11|club|Domestic league|186|Syria|SYR
936|Campeonato Nacional|default|default|10|club|Domestic league|187|São Tomé e Príncipe|STP
767|Super Ligue Mana|default|default|10|club|Domestic league|188|Tahiti|TAH
796|Vysshaya Liga|default|default|10|club|Domestic league|189|Tajikistan|TJK
857|Ligi kuu Bara|default|default|10|club|Domestic league|190|Tanzania|TAN
782|Thai Division 1|default|default|20|club|Domestic league|191|Thailand|THA
519|Thai Premier League|default|default|10|club|Domestic league|191|Thailand|THA
712|Championnat National|default|default|12|club|Domestic league|192|Togo|TOG
465|T & T Pro League|default|default|10|club|Domestic league|194|Trinidad and Tobago|TTO
709|Cup|default|default|35|club|Domestic cup|195|Tunisia|TUN
210|Ligue 1|default|default|11|club|Domestic league|195|Tunisia|TUN
649|Ligue 2|default|default|22|club|Domestic league|195|Tunisia|TUN
97|1. Lig|default|default|20|club|Domestic league|196|Turkey|TUR
562|2. Lig|default|default|30|club|Domestic league|196|Turkey|TUR
654|3. Lig|default|default|35|club|Domestic league|196|Turkey|TUR
990|A2 Ligi (Reserve)|youth|youth|80|club|Domestic league|196|Turkey|TUR
995|Akademi Ligleri|youth|youth|90|club|Domestic league|196|Turkey|TUR
615|Bayanlar Ligi|women|women|100|club|Domestic league|196|Turkey|TUR
172|Cup|default|default|50|club|Domestic cup|196|Turkey|TUR
1059|Elit Akademi Ligi|youth|youth|85|club|Domestic league|196|Turkey|TUR
436|Play offs|default|default|40|club|Domestic cup|196|Turkey|TUR
1023|Spor Toto Cup|default|default|55|club|Domestic cup|196|Turkey|TUR
452|Super Cup|default|default|60|club|Domestic super cup|196|Turkey|TUR
19|Süper Lig|default|default|10|club|Domestic league|196|Turkey|TUR
800|Ýokary Liga|default|default|10|club|Domestic league|197|Turkmenistan|TKM
893|Football League|default|default|1|club|Domestic league|198|Turks and Caicos Islands|TCA
871|Super League|default|default|10|club|Domestic league|200|Uganda|UGA
188|Cup|default|default|41|club|Domestic cup|201|Ukraine|UKR
559|Druha Liga|default|default|34|club|Domestic league|201|Ukraine|UKR
233|Persha Liga|default|default|20|club|Domestic league|201|Ukraine|UKR
1037|Play-offs 2/3|default|default|65|club|Domestic cup|201|Ukraine|UKR
939|Premier League|women|women|70|club|Domestic league|201|Ukraine|UKR
125|Premier League|default|default|10|club|Domestic league|201|Ukraine|UKR
298|Super Cup|default|default|60|club|Domestic super cup|201|Ukraine|UKR
1077|U19 League|youth|youth|68|club|Domestic league|201|Ukraine|UKR
1083|U21 League|youth|youth|67|club|Domestic league|201|Ukraine|UKR
574|Division 1 - Group A|default|default|20|club|Domestic league|202|United Arab Emirates|UAE
827|Division 1 - Group B|default|default|30|club|Domestic league|202|United Arab Emirates|UAE
678|Emirates Cup|default|default|120|club|Domestic cup|202|United Arab Emirates|UAE
1039|Play-offs 1/2|default|default|140|club|Domestic cup|202|United Arab Emirates|UAE
679|Presidents Cup|default|default|100|club|Domestic cup|202|United Arab Emirates|UAE
344|Pro-League|default|default|10|club|Domestic league|202|United Arab Emirates|UAE
1090|Reserve League|youth|youth|150|club|Domestic league|202|United Arab Emirates|UAE
763|Super Cup|default|default|130|club|Domestic super cup|202|United Arab Emirates|UAE
775|Vice President Cup|default|default|110|club|Domestic cup|202|United Arab Emirates|UAE
33|MLS|default|default|10|club|Domestic league|203|United States|USA
917|NASL|default|default|20|club|Domestic league|203|United States|USA
522|PDL|default|default|40|club|Domestic league|203|United States|USA
550|US Open Cup|default|default|100|club|Domestic cup|203|United States|USA
521|USL 2|default|default|200|club|Domestic league|203|United States|USA
918|USL Pro|default|default|30|club|Domestic league|203|United States|USA
145|USSF Division 2|default|default|150|club|Domestic league|203|United States|USA
367|W-League|women|women|210|club|Domestic league|203|United States|USA
707|WPS|women|women|200|club|Domestic league|203|United States|USA
1009|Copa Celeste Olímpica|default|default|30|club|Domestic cup|204|Uruguay|URY
162|Primera División|default|default|10|club|Domestic league|204|Uruguay|URY
532|Segunda División|default|default|21|club|Domestic league|204|Uruguay|URY
614|1st Division|default|default|22|club|Domestic league|205|Uzbekistan|UZB
786|Cup|default|default|45|club|Domestic cup|205|Uzbekistan|UZB
494|PFL|default|default|10|club|Domestic league|205|Uzbekistan|UZB
891|Premia Divisen|default|default|1|club|Domestic league|206|Vanuatu|VUT
650|Copa Venezuela|default|default|40|club|Domestic cup|207|Venezuela|VEN
163|Primera División|default|default|10|club|Domestic league|207|Venezuela|VEN
507|Segunda División|default|default|22|club|Domestic league|207|Venezuela|VEN
