header|season_name|round_name|group_name|match_id|date|team_a|team_b|team_a_score|team_b_score|result_type|reg_result|final_result|match_details_url
Quarter-finals|2000 Netherlands/Belgium|Final||146552|2000-06-25T16:00:00+00:00|Netherlands|Yugoslavia|6|1|R|A||/matches/2000/06/25/europe/european-championships/netherlands/yugoslavia/146552/
Quarter-finals|2000 Netherlands/Belgium|Final||146553|2000-06-25T18:45:00+00:00|Spain|France|1|2|R|B||/matches/2000/06/25/europe/european-championships/spain/france/146553/
Final|2000 Netherlands/Belgium|Semi-finals||146556|2000-07-02T18:00:00+00:00|France|Italy|2|1|E|A|A|/matches/2000/07/02/europe/european-championships/france/italy/146556/
Semi-finals|2000 Netherlands/Belgium|Semi-finals||146554|2000-06-28T18:45:00+00:00|France|Portugal|2|1|E|A|A|/matches/2000/06/28/europe/european-championships/france/portugal/146554/
Semi-finals|2000 Netherlands/Belgium|Semi-finals||146555|2000-06-29T16:00:00+00:00|Italy|Netherlands|0|0|P|D|A|/matches/2000/06/29/europe/european-championships/italy/netherlands/146555/
Quarter-finals|2000 Netherlands/Belgium|Semi-finals||146550|2000-06-24T16:00:00+00:00|Turkey|Portugal|0|2|R|B||/matches/2000/06/24/europe/european-championships/turkey/portugal/146550/
Quarter-finals|2000 Netherlands/Belgium|Semi-finals||146551|2000-06-24T18:45:00+00:00|Italy|Romania|2|0|R|A||/matches/2000/06/24/europe/european-championships/italy/romania/146551/
Quarter-finals|2000 Netherlands/Belgium|Semi-finals||146552|2000-06-25T16:00:00+00:00|Netherlands|Yugoslavia|6|1|R|A||/matches/2000/06/25/europe/european-championships/netherlands/yugoslavia/146552/
Quarter-finals|2000 Netherlands/Belgium|Semi-finals||146553|2000-06-25T18:45:00+00:00|Spain|France|1|2|R|B||/matches/2000/06/25/europe/european-championships/spain/france/146553/
Final|2000 Netherlands/Belgium|Quarter-finals||146556|2000-07-02T18:00:00+00:00|France|Italy|2|1|E|A|A|/matches/2000/07/02/europe/european-championships/france/italy/146556/
Semi-finals|2000 Netherlands/Belgium|Quarter-finals||146554|2000-06-28T18:45:00+00:00|France|Portugal|2|1|E|A|A|/matches/2000/06/28/europe/european-championships/france/portugal/146554/
Semi-finals|2000 Netherlands/Belgium|Quarter-finals||146555|2000-06-29T16:00:00+00:00|Italy|Netherlands|0|0|P|D|A|/matches/2000/06/29/europe/european-championships/italy/netherlands/146555/
Quarter-finals|2000 Netherlands/Belgium|Quarter-finals||146550|2000-06-24T16:00:00+00:00|Turkey|Portugal|0|2|R|B||/matches/2000/06/24/europe/european-championships/turkey/portugal/146550/
Quarter-finals|2000 Netherlands/Belgium|Quarter-finals||146551|2000-06-24T18:45:00+00:00|Italy|Romania|2|0|R|A||/matches/2000/06/24/europe/european-championships/italy/romania/146551/
Quarter-finals|2000 Netherlands/Belgium|Quarter-finals||146552|2000-06-25T16:00:00+00:00|Netherlands|Yugoslavia|6|1|R|A||/matches/2000/06/25/europe/european-championships/netherlands/yugoslavia/146552/
Quarter-finals|2000 Netherlands/Belgium|Quarter-finals||146553|2000-06-25T18:45:00+00:00|Spain|France|1|2|R|B||/matches/2000/06/25/europe/european-championships/spain/france/146553/
Matches|2000 Netherlands/Belgium|Group stage|A|146526|2000-06-12T16:00:00+00:00|Germany|Romania|1|1|R|D||/matches/2000/06/12/europe/european-championships/germany/romania/146526/
Matches|2000 Netherlands/Belgium|Group stage|A|146527|2000-06-12T18:45:00+00:00|Portugal|England|3|2|R|A||/matches/2000/06/12/europe/european-championships/portugal/england/146527/
Matches|2000 Netherlands/Belgium|Group stage|A|146528|2000-06-17T16:00:00+00:00|Romania|Portugal|0|1|R|B||/matches/2000/06/17/europe/european-championships/romania/portugal/146528/
Matches|2000 Netherlands/Belgium|Group stage|A|146529|2000-06-17T18:45:00+00:00|England|Germany|1|0|R|A||/matches/2000/06/17/europe/european-championships/england/germany/146529/
Matches|2000 Netherlands/Belgium|Group stage|A|146531|2000-06-20T18:45:00+00:00|Portugal|Germany|3|0|R|A||/matches/2000/06/20/europe/european-championships/portugal/germany/146531/
Matches|2000 Netherlands/Belgium|Group stage|A|146530|2000-06-20T18:45:00+00:00|England|Romania|2|3|R|B||/matches/2000/06/20/europe/european-championships/england/romania/146530/
Matches|2000 Netherlands/Belgium|Group stage|B|146532|2000-06-10T18:45:00+00:00|Belgium|Sweden|2|1|R|A||/matches/2000/06/10/europe/european-championships/belgium/sweden/146532/
Matches|2000 Netherlands/Belgium|Group stage|B|146533|2000-06-11T12:30:00+00:00|Turkey|Italy|1|2|R|B||/matches/2000/06/11/europe/european-championships/turkey/italy/146533/
Matches|2000 Netherlands/Belgium|Group stage|B|146534|2000-06-14T18:45:00+00:00|Italy|Belgium|2|0|R|A||/matches/2000/06/14/europe/european-championships/italy/belgium/146534/
Matches|2000 Netherlands/Belgium|Group stage|B|146535|2000-06-15T18:45:00+00:00|Sweden|Turkey|0|0|R|D||/matches/2000/06/15/europe/european-championships/sweden/turkey/146535/
Matches|2000 Netherlands/Belgium|Group stage|B|146537|2000-06-19T18:45:00+00:00|Italy|Sweden|2|1|R|A||/matches/2000/06/19/europe/european-championships/italy/sweden/146537/
Matches|2000 Netherlands/Belgium|Group stage|B|146536|2000-06-19T18:45:00+00:00|Turkey|Belgium|2|0|R|A||/matches/2000/06/19/europe/european-championships/turkey/belgium/146536/
Matches|2000 Netherlands/Belgium|Group stage|C|146538|2000-06-13T16:00:00+00:00|Spain|Norway|0|1|R|B||/matches/2000/06/13/europe/european-championships/spain/norway/146538/
Matches|2000 Netherlands/Belgium|Group stage|C|146539|2000-06-13T18:45:00+00:00|Yugoslavia|Slovenia|3|3|R|D||/matches/2000/06/13/europe/european-championships/yugoslavia/slovenia/146539/
Matches|2000 Netherlands/Belgium|Group stage|C|146540|2000-06-18T16:00:00+00:00|Slovenia|Spain|1|2|R|B||/matches/2000/06/18/europe/european-championships/slovenia/spain/146540/
Matches|2000 Netherlands/Belgium|Group stage|C|146541|2000-06-18T18:45:00+00:00|Norway|Yugoslavia|0|1|R|B||/matches/2000/06/18/europe/european-championships/norway/yugoslavia/146541/
Matches|2000 Netherlands/Belgium|Group stage|C|146542|2000-06-21T16:00:00+00:00|Yugoslavia|Spain|3|4|R|B||/matches/2000/06/21/europe/european-championships/yugoslavia/spain/146542/
Matches|2000 Netherlands/Belgium|Group stage|C|146543|2000-06-21T16:00:00+00:00|Slovenia|Norway|0|0|R|D||/matches/2000/06/21/europe/european-championships/slovenia/norway/146543/
Matches|2000 Netherlands/Belgium|Group stage|D|146544|2000-06-11T16:00:00+00:00|France|Denmark|3|0|R|A||/matches/2000/06/11/europe/european-championships/france/denmark/146544/
Matches|2000 Netherlands/Belgium|Group stage|D|146545|2000-06-11T18:45:00+00:00|Netherlands|Czech Republic|1|0|R|A||/matches/2000/06/11/europe/european-championships/netherlands/czech-republic/146545/
Matches|2000 Netherlands/Belgium|Group stage|D|146546|2000-06-16T16:00:00+00:00|Czech Republic|France|1|2|R|B||/matches/2000/06/16/europe/european-championships/czech-republic/france/146546/
Matches|2000 Netherlands/Belgium|Group stage|D|146547|2000-06-16T18:45:00+00:00|Denmark|Netherlands|0|3|R|B||/matches/2000/06/16/europe/european-championships/denmark/netherlands/146547/
Matches|2000 Netherlands/Belgium|Group stage|D|146548|2000-06-21T18:45:00+00:00|Denmark|Czech Republic|0|2|R|B||/matches/2000/06/21/europe/european-championships/denmark/czech-republic/146548/
Matches|2000 Netherlands/Belgium|Group stage|D|146549|2000-06-21T18:45:00+00:00|France|Netherlands|2|3|R|B||/matches/2000/06/21/europe/european-championships/france/netherlands/146549/
Final|1996 England|Final||146587|1996-06-30T18:00:00+00:00|Czech Republic|Germany|1|2|E|B|B|/matches/1996/06/30/europe/european-championships/czech-republic/germany/146587/
Semi-finals|1996 England|Final||146585|1996-06-26T15:00:00+00:00|France|Czech Republic|0|0|P|D|B|/matches/1996/06/26/europe/european-championships/france/czech-republic/146585/
Semi-finals|1996 England|Final||146586|1996-06-26T18:30:00+00:00|Germany|England|1|1|P|D|A|/matches/1996/06/26/europe/european-championships/germany/england/146586/
Quarter-finals|1996 England|Final||146581|1996-06-22T14:00:00+00:00|Spain|England|0|0|P|D|B|/matches/1996/06/22/europe/european-championships/spain/england/146581/
Quarter-finals|1996 England|Final||146582|1996-06-22T17:30:00+00:00|France|Netherlands|0|0|P|D|A|/matches/1996/06/22/europe/european-championships/france/netherlands/146582/
Quarter-finals|1996 England|Final||146583|1996-06-23T14:00:00+00:00|Germany|Croatia|2|1|R|A||/matches/1996/06/23/europe/european-championships/germany/croatia/146583/
Quarter-finals|1996 England|Final||146584|1996-06-23T17:30:00+00:00|Czech Republic|Portugal|1|0|R|A||/matches/1996/06/23/europe/european-championships/czech-republic/portugal/146584/
Final|1996 England|Semi-finals||146587|1996-06-30T18:00:00+00:00|Czech Republic|Germany|1|2|E|B|B|/matches/1996/06/30/europe/european-championships/czech-republic/germany/146587/
Semi-finals|1996 England|Semi-finals||146585|1996-06-26T15:00:00+00:00|France|Czech Republic|0|0|P|D|B|/matches/1996/06/26/europe/european-championships/france/czech-republic/146585/
Semi-finals|1996 England|Semi-finals||146586|1996-06-26T18:30:00+00:00|Germany|England|1|1|P|D|A|/matches/1996/06/26/europe/european-championships/germany/england/146586/
Quarter-finals|1996 England|Semi-finals||146581|1996-06-22T14:00:00+00:00|Spain|England|0|0|P|D|B|/matches/1996/06/22/europe/european-championships/spain/england/146581/
Quarter-finals|1996 England|Semi-finals||146582|1996-06-22T17:30:00+00:00|France|Netherlands|0|0|P|D|A|/matches/1996/06/22/europe/european-championships/france/netherlands/146582/
Quarter-finals|1996 England|Semi-finals||146583|1996-06-23T14:00:00+00:00|Germany|Croatia|2|1|R|A||/matches/1996/06/23/europe/european-championships/germany/croatia/146583/
Quarter-finals|1996 England|Semi-finals||146584|1996-06-23T17:30:00+00:00|Czech Republic|Portugal|1|0|R|A||/matches/1996/06/23/europe/european-championships/czech-republic/portugal/146584/
Final|1996 England|Quarter-finals||146587|1996-06-30T18:00:00+00:00|Czech Republic|Germany|1|2|E|B|B|/matches/1996/06/30/europe/european-championships/czech-republic/germany/146587/
Semi-finals|1996 England|Quarter-finals||146585|1996-06-26T15:00:00+00:00|France|Czech Republic|0|0|P|D|B|/matches/1996/06/26/europe/european-championships/france/czech-republic/146585/
Semi-finals|1996 England|Quarter-finals||146586|1996-06-26T18:30:00+00:00|Germany|England|1|1|P|D|A|/matches/1996/06/26/europe/european-championships/germany/england/146586/
Quarter-finals|1996 England|Quarter-finals||146581|1996-06-22T14:00:00+00:00|Spain|England|0|0|P|D|B|/matches/1996/06/22/europe/european-championships/spain/england/146581/
Quarter-finals|1996 England|Quarter-finals||146582|1996-06-22T17:30:00+00:00|France|Netherlands|0|0|P|D|A|/matches/1996/06/22/europe/european-championships/france/netherlands/146582/
Quarter-finals|1996 England|Quarter-finals||146583|1996-06-23T14:00:00+00:00|Germany|Croatia|2|1|R|A||/matches/1996/06/23/europe/european-championships/germany/croatia/146583/
Quarter-finals|1996 England|Quarter-finals||146584|1996-06-23T17:30:00+00:00|Czech Republic|Portugal|1|0|R|A||/matches/1996/06/23/europe/european-championships/czech-republic/portugal/146584/
Matches|1996 England|Group stage|B|146563|1996-06-09T13:30:00+00:00|Spain|Bulgaria|1|1|R|D||/matches/1996/06/09/europe/european-championships/spain/bulgaria/146563/
Matches|1996 England|Group stage|B|146564|1996-06-10T18:30:00+00:00|Romania|France|0|1|R|B||/matches/1996/06/10/europe/european-championships/romania/france/146564/
Matches|1996 England|Group stage|B|146565|1996-06-13T15:30:00+00:00|Bulgaria|Romania|1|0|R|A||/matches/1996/06/13/europe/european-championships/bulgaria/romania/146565/
Matches|1996 England|Group stage|B|146566|1996-06-15T17:00:00+00:00|France|Spain|1|1|R|D||/matches/1996/06/15/europe/european-championships/france/spain/146566/
Matches|1996 England|Group stage|B|146568|1996-06-18T15:30:00+00:00|Romania|Spain|1|2|R|B||/matches/1996/06/18/europe/european-championships/romania/spain/146568/
Matches|1996 England|Group stage|B|146567|1996-06-18T15:30:00+00:00|France|Bulgaria|3|1|R|A||/matches/1996/06/18/europe/european-championships/france/bulgaria/146567/
Matches|1996 England|Group stage|A|146557|1996-06-08T14:00:00+00:00|England|Switzerland|1|1|R|D||/matches/1996/06/08/europe/european-championships/england/switzerland/146557/
Matches|1996 England|Group stage|A|146558|1996-06-10T15:30:00+00:00|Netherlands|Scotland|0|0|R|D||/matches/1996/06/10/europe/european-championships/netherlands/scotland/146558/
Matches|1996 England|Group stage|A|146559|1996-06-13T18:30:00+00:00|Switzerland|Netherlands|0|2|R|B||/matches/1996/06/13/europe/european-championships/switzerland/netherlands/146559/
Matches|1996 England|Group stage|A|146560|1996-06-15T14:00:00+00:00|Scotland|England|0|2|R|B||/matches/1996/06/15/europe/european-championships/scotland/england/146560/
Matches|1996 England|Group stage|A|146561|1996-06-18T18:30:00+00:00|Scotland|Switzerland|1|0|R|A||/matches/1996/06/18/europe/european-championships/scotland/switzerland/146561/
Matches|1996 England|Group stage|A|146562|1996-06-18T18:30:00+00:00|Netherlands|England|1|4|R|B||/matches/1996/06/18/europe/european-championships/netherlands/england/146562/
Matches|1996 England|Group stage|C|146569|1996-06-09T16:00:00+00:00|Germany|Czech Republic|2|0|R|A||/matches/1996/06/09/europe/european-championships/germany/czech-republic/146569/
Matches|1996 England|Group stage|C|146570|1996-06-11T15:30:00+00:00|Italy|Russia|2|1|R|A||/matches/1996/06/11/europe/european-championships/italy/russia/146570/
Matches|1996 England|Group stage|C|146571|1996-06-14T18:30:00+00:00|Czech Republic|Italy|2|1|R|A||/matches/1996/06/14/europe/european-championships/czech-republic/italy/146571/
Matches|1996 England|Group stage|C|146572|1996-06-16T14:00:00+00:00|Russia|Germany|0|3|R|B||/matches/1996/06/16/europe/european-championships/russia/germany/146572/
Matches|1996 England|Group stage|C|146574|1996-06-19T18:30:00+00:00|Italy|Germany|0|0|R|D||/matches/1996/06/19/europe/european-championships/italy/germany/146574/
Matches|1996 England|Group stage|C|146573|1996-06-19T18:30:00+00:00|Russia|Czech Republic|3|3|R|D||/matches/1996/06/19/europe/european-championships/russia/czech-republic/146573/
Matches|1996 England|Group stage|D|146575|1996-06-09T18:30:00+00:00|Denmark|Portugal|1|1|R|D||/matches/1996/06/09/europe/european-championships/denmark/portugal/146575/
Matches|1996 England|Group stage|D|146576|1996-06-11T18:30:00+00:00|Turkey|Croatia|0|1|R|B||/matches/1996/06/11/europe/european-championships/turkey/croatia/146576/
Matches|1996 England|Group stage|D|146577|1996-06-14T15:30:00+00:00|Portugal|Turkey|1|0|R|A||/matches/1996/06/14/europe/european-championships/portugal/turkey/146577/
Matches|1996 England|Group stage|D|146578|1996-06-16T17:00:00+00:00|Croatia|Denmark|3|0|R|A||/matches/1996/06/16/europe/european-championships/croatia/denmark/146578/
Matches|1996 England|Group stage|D|146579|1996-06-19T15:30:00+00:00|Croatia|Portugal|0|3|R|B||/matches/1996/06/19/europe/european-championships/croatia/portugal/146579/
Matches|1996 England|Group stage|D|146580|1996-06-19T15:30:00+00:00|Turkey|Denmark|0|3|R|B||/matches/1996/06/19/europe/european-championships/turkey/denmark/146580/
